文件ID,来源文件,标题,字符数,所属人物,内容身份,分级,分级理由,对应主题,推荐用途,主版本,替代版本,是否需要事实核验,是否存在错误归因风险,芒格模型身份层级,模型身份说明,编辑可信度
DOC-259,content/models/exponential-growth.md,指数增长与种群动力学,7362,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,商业判断|概率与数量思维|复杂系统与通用模型,通用模型典藏/不进入主书,content/models/exponential-growth.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-260,content/models/externalities.md,外部性,8078,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,商业判断|复杂系统与通用模型|激励与制度,附录模型库/延伸阅读,content/models/externalities.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-261,content/models/extinction-irreversibility.md,灭绝与不可逆性,7269,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,复杂系统与通用模型|投资与资本配置|概率与数量思维,通用模型典藏/不进入主书,content/models/extinction-irreversibility.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-262,content/models/failure-mode-analysis.md,故障模式分析,6148,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,复杂系统与通用模型|商业判断|概率与数量思维,编者解释/检查清单,content/models/failure-mode-analysis.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-263,content/models/falsifiability-criterion.md,可证伪性标准,6889,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,投资与资本配置|商业判断|人类误判心理学,编者解释/检查清单,content/models/falsifiability-criterion.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-264,content/models/falsification.md,否证思维,7348,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,逆向与决策工具|投资与资本配置|商业判断,编者解释/检查清单,content/models/falsification.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-265,content/models/fault-tolerance.md,容错设计与优雅降级,6529,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,复杂系统与通用模型|投资与资本配置|商业判断,通用模型典藏/不进入主书,content/models/fault-tolerance.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-266,content/models/feedback-loops.md,反馈环,9911,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,复杂系统与通用模型|人类误判心理学|商业判断,附录模型库/延伸阅读,content/models/feedback-loops.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-267,content/models/feynman-technique.md,费曼技巧,7317,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,商业判断|复杂系统与通用模型|逆向与决策工具,通用模型典藏/不进入主书,content/models/feynman-technique.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-268,content/models/fiduciary-duty.md,信托责任,7832,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,激励与制度|商业判断|投资与资本配置,通用模型典藏/不进入主书,content/models/fiduciary-duty.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-269,content/models/first-principles-thinking.md,第一性原理思维,6619,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,商业判断|复杂系统与通用模型|投资与资本配置,附录模型库/延伸阅读,content/models/first-principles-thinking.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-270,content/models/five-ws-principle.md,五何原则,4836,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,复杂系统与通用模型|人类误判心理学|商业判断,通用模型典藏/不进入主书,content/models/five-ws-principle.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-271,content/models/flywheel-effect.md,飞轮效应,7733,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,商业判断|复杂系统与通用模型|投资与资本配置,附录模型库/延伸阅读,content/models/flywheel-effect.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-272,content/models/fragility-antifragility.md,脆弱性与反脆弱性,7441,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,复杂系统与通用模型|投资与资本配置|商业判断,附录模型库/延伸阅读,content/models/fragility-antifragility.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-273,content/models/franklins-self-improvement-system.md,富兰克林的自我修炼,7708,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,复杂系统与通用模型|学习、品格与人生|概率与数量思维,通用模型典藏/不进入主书,content/models/franklins-self-improvement-system.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-274,content/models/goodwill-impairment.md,商誉及其减值,6911,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,商业判断|投资与资本配置|复杂系统与通用模型,附录模型库/延伸阅读,content/models/goodwill-impairment.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-275,content/models/half-life.md,半衰期,6008,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,商业判断|复杂系统与通用模型|学习、品格与人生,通用模型典藏/不进入主书,content/models/half-life.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-276,content/models/hanlons-razor.md,汉隆剃刀,6168,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,理性训练与避免愚蠢|商业判断|激励与制度,附录模型库/延伸阅读,content/models/hanlons-razor.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-277,content/models/herding-behavior.md,羊群行为,8109,芒格,通用模型与编辑扩展,C,与芒格体系兼容但属于后人扩展，主书只在必要处少量使用。,投资与资本配置|人类误判心理学|理性训练与避免愚蠢,附录模型库/延伸阅读,content/models/herding-behavior.md,无,是,高,3,后人扩展但与芒格体系兼容；使用时必须标注为编辑扩展。,中
DOC-278,content/models/historical-contingency-path-dependence.md,历史偶然性与路径依赖,5442,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,复杂系统与通用模型|投资与资本配置|商业判断,通用模型典藏/不进入主书,content/models/historical-contingency-path-dependence.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-279,content/models/immune-system-antifragility.md,免疫系统与抗脆弱性,5354,芒格,通用模型与编辑扩展,D,现有内部材料缺少芒格直接使用证据，且对主线贡献有限。,复杂系统与通用模型|学习、品格与人生|投资与资本配置,通用模型典藏/不进入主书,content/models/immune-system-antifragility.md,无,是,高,4,通用学科模型；现有内部材料尚未建立芒格直接使用证据。,中
DOC-280,content/models/incentive-structure-agency-problem.md,激励结构与代理问题,7448,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,激励与制度|商业判断|人类误判心理学,编者解释/检查清单,content/models/incentive-structure-agency-problem.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-281,content/models/incentive-structure-design.md,激励结构设计,8503,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,激励与制度|商业判断|复杂系统与通用模型,编者解释/检查清单,content/models/incentive-structure-design.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-282,content/models/incentives-economic-view.md,激励机制,8001,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,激励与制度|商业判断|人类误判心理学,编者解释/检查清单,content/models/incentives-economic-view.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-283,content/models/inconsistency-avoidance-tendency.md,避免不一致性倾向,8025,芒格,通用模型与编辑扩展,B,主题与芒格核心体系直接相关，但稿件身份是模型扩展，需与原始表达分栏。,人类误判心理学|商业判断|投资与资本配置,机制解释/侧栏/图表素材,content/models/inconsistency-avoidance-tendency.md,无,是,中,1,芒格在内部原始演讲、问答或访谈中明确提出或反复使用；不等于相关学科概念由芒格原创。,高
DOC-284,content/models/independence.md,独立思考,5442,芒格,通用模型与编辑扩展,B,可从芒格原则直接推导，适合作为编者解释，不标为芒格原创。,理性训练与避免愚蠢|投资与资本配置|人类误判心理学,编者解释/检查清单,content/models/independence.md,无,是,中,2,可从芒格反复使用的原则直接推导；当前模型名称或流程含编辑归纳。,高
DOC-285,content/models/influence-from-mere-association-tendency.md,受简单联想影响的倾向,10977,芒格,通用模型与编辑扩展,B,主题与芒格核心体系直接相关，但稿件身份是模型扩展，需与原始表达分栏。,人类误判心理学|商业判断|复杂系统与通用模型,机制解释/侧栏/图表素材,content/models/influence-from-mere-association-tendency.md,无,是,中,1,芒格在内部原始演讲、问答或访谈中明确提出或反复使用；不等于相关学科概念由芒格原创。,高
